customer_name,customer_gender,loyalty_card_number,latitude,longitude,degree,customer_id
Joshua Howard,1,0,38.71614722876935,-9.12668868611992,0,42029
Scarlett Mcneil,0,0,38.76087921450091,-9.166848826021898,0,27332
Brenda Martinez,0,1,38.749376444513125,-9.10931308343129,0,10528
Stephen Allen,1,1,38.72263349104546,-9.164093098096984,0,9787
Evelyn Robinson,0,0,38.74325767342221,-9.150946427624032,0,31393
Helen Allen,0,1,38.72112326665771,-9.16686569109652,1,1805
Matthew Copas,1,0,38.76047388990579,-9.16645271221958,0,44447
Richard Barnett,1,0,38.73123599422917,-9.148304202515009,0,47117
Shawn Ballard,1,0,38.78035834097895,-9.170057497498856,0,41988
Paul Pike,1,1,38.73699336623912,-9.150888472915971,0,9482
Shawn Richeson,1,0,38.76463946991077,-9.09551726776559,0,27035
Cheryl Foster,0,1,38.74921083811488,-9.157998577407248,2,418
John Taylor,1,0,38.781697911073486,-9.180707689195817,0,23340
Delia Rosenberry,0,0,38.78743887371183,-9.146714805351444,0,46196
Darrel Ragan,1,0,38.73882832687114,-9.128000071662106,0,38120
James Wilson,1,1,38.753743242768046,-9.119402897952442,0,37124
Betty Trofholz,0,1,38.77389683555789,-9.192991480484098,1,4747
Richard Short,1,1,38.725422310569606,-9.184090964241088,0,23288
Zoila Brooks,0,1,38.75889920871393,-9.162277241841611,0,37625
Gregory Roberson,1,1,38.72378286435655,-9.168036447229763,0,20107
Shawn Mumbower,1,0,38.71187965738186,-9.179229374832357,0,28560
Eric Sorensen,1,1,38.70995360048096,-9.126683829355592,0,15623
Willie Buck,1,1,38.78057558963488,-9.155599228304656,0,27420
Arnulfo Quinones,1,0,38.76058915928465,-9.16617083590308,0,30620
Scott Santiago,1,1,38.749114817783656,-9.172518412994975,1,23733
Suzanne Westphal,0,0,38.71863921200652,-9.14313831851705,0,40313
Samuel Lofton,1,1,38.72010174410289,-9.13913367193889,0,17285
Albert Smith,1,1,38.772177295210064,-9.181838629723291,0,4157
Craig Coleman,1,1,38.7185916725506,-9.212005429302078,1,4229
Mabel Archer,0,1,38.76684005838718,-9.1631422292279,0,33861
Ramona Bevins,0,1,38.77677230978998,-9.190124572119148,0,25491
Stephen Krag,1,0,38.72086357146173,-9.175179522094195,0,25788
Patrick Bailey,1,0,38.73802937866535,-9.209817732410482,0,23189
Mildred Mocher,0,1,38.73787220924255,-9.118418902258483,3,2186
Leroy Ianacone,1,1,38.76728504735688,-9.155321185894527,0,37500
Lawrence Glenn,1,1,38.777915057206165,-9.121445057077196,3,7881
Ruth Richards,0,1,38.75318221312094,-9.14323491109156,2,5716
Kenneth Williams,1,1,38.73668777870525,-9.149933535498182,1,3708
Wendy Spencer,0,0,38.733803663095536,-9.146273657397504,0,36743
Meghan Williams,0,0,38.77814299869188,-9.170016829338456,0,38832
Stephanie Ward,0,0,38.775710401594566,-9.174312163012512,0,48670
Barbara Degreenia,0,1,38.78251502700504,-9.15240933269834,1,11622
Isabel Garvin,0,1,38.75015195776649,-9.131160187538615,3,4674
Adrienne Marshall,0,1,38.774409606819695,-9.13879996038871,0,39375
Crystal Norris,0,1,38.71000028521598,-9.146159594956693,3,11083
Don Wiegand,1,1,38.74864199487151,-9.183485019832348,0,34013
Sherry Gibson,0,1,38.73323079075617,-9.184106189294956,2,14348
James Roberts,1,1,38.75363569861934,-9.171460316648911,0,28271
Russell Miller,1,1,38.763807375630535,-9.094768552500176,2,18723
Kathryn Weaver,0,1,38.72433963277411,-9.148034204863867,3,1513
Susan Zhang,0,0,38.729961054135146,-9.146411593105247,0,39800
Warren Clinton,1,1,38.74878407587373,-9.172981335449688,2,14561
Kevin Leland,1,0,38.76021625485895,-9.166108123270911,0,40428
Gary Stanley,1,1,38.76840584668204,-9.206063973842577,0,21686
Matthew Nelson,1,0,38.76590969823028,-9.202724870426197,0,49571
Teresa Lytle,0,0,38.77369208157023,-9.148328726204507,0,48846
Dora Brown,0,0,38.741586620646,-9.187290265653006,0,33279
Dave Cooper,1,0,38.73657601708179,-9.149788853400048,0,38165
Rodolfo Armstrong,1,1,38.76272617765671,-9.137890274862167,2,13818
Renee Hall,0,1,38.75028903646614,-9.181823101484644,0,16046
Ginger Legere,0,1,38.78676388232994,-9.158869314378276,0,36134
Angela Woods,0,1,38.7477721373388,-9.172192650384382,3,8389
Ricky Velasquez,1,1,38.77239775000319,-9.209908002617452,1,6600
Cindy Sherburne,0,0,38.71721055156859,-9.160833452585337,0,42680
Betty Myers,0,0,38.72205651908816,-9.143936950936617,0,49665
Barbara Rothenberg,0,0,38.70976894169863,-9.17023045084014,0,48126
Cathy Bourgoin,0,0,38.76030481932902,-9.166487870968616,0,36721
Casey Drahota,1,0,38.76735068987858,-9.121486977740725,0,25069
Sara Hale,0,0,38.768033207460505,-9.1916813087492,0,44581
James Heacock,1,1,38.71971240226572,-9.223160767250745,0,18289
Damian Bailey,1,1,38.78357709027551,-9.175385159351416,0,26940
Debra Randolph,0,0,38.7590841104462,-9.166719944938864,0,30207
Deborah Trujillo,0,1,38.75993538696866,-9.166865653676243,3,480
Lee Jones,1,1,38.7175420951439,-9.135452348997886,1,17833
Linda Mcdougall,0,0,38.76691907924122,-9.1465815720873,0,39107
James Kimsey,1,1,38.74401441242676,-9.164780295738376,0,11763
Kevin Elick,1,1,38.75410081102847,-9.123237640734477,0,11380
Bobby Cowden,1,1,38.77057333638582,-9.123230809474002,0,12633
Jason Gibson,1,0,38.735308974649485,-9.160560145615191,0,47666
Christopher Myers,1,1,38.77819842749143,-9.148892707438316,0,30316
Timothy Yuro,1,0,38.76022229445272,-9.166271037569802,0,37080
Erick Callen,1,1,38.74572465021729,-9.166114804723646,0,1791
Dawn Arnold,0,1,38.72679029641656,-9.119593488303051,2,2993
Jamie Mcentyre,1,1,38.739406720331786,-9.14067189333572,0,32530
Michael Barbrick,1,0,38.75863159383601,-9.172923150883417,0,41461
Sheryl Mei,0,1,38.72585316034903,-9.165154748547366,0,16261
Glenn Zimmerman,1,0,38.71370486957614,-9.19277714532213,0,44544
Joshua Jones,1,1,38.74582577138096,-9.17994614581911,2,5243
Ella Tanner,0,0,38.730612276687104,-9.205555068471936,0,32609
Jimmy Zavala,1,1,38.74649342424432,-9.117214416185169,0,35123
Mary Oneal,0,1,38.72976328669182,-9.157192977064982,0,9453
Devin Macqueen,0,1,38.72480049143566,-9.118756991802998,0,24729
Armand Schaefer,1,1,38.759107739726495,-9.166610478755654,2,9361
Janet Johnson,0,1,38.76634650797524,-9.142218485790092,0,23203
Charles Gregory,1,0,38.787550786892325,-9.190511874466106,0,41821
Dorothy Cramer,0,1,38.75269583292707,-9.1501784819018,3,8768
Bonnie Worstell,0,1,38.736385516068566,-9.150671514126424,3,7994
Anne Lucas,0,1,38.78138514789427,-9.191910995774656,0,37761
Cherly Burchill,0,0,38.76421492622384,-9.096198573795547,0,49773
Sabrina Pacitto,0,0,38.72970964830582,-9.15798196053325,0,32619
Dorthy Babineaux,0,0,38.745754177096735,-9.164827494696002,0,43601
Victoria Askew,0,0,38.73013126490063,-9.182745941802072,0,47884
Francis King,1,0,38.72960989276324,-9.177796687249169,0,44337
Willie Russell,1,0,38.7478087284718,-9.162549115014372,0,28470
Paul Tarter,1,1,38.75289058409229,-9.160577458934146,0,2725
Richard Hawker,1,0,38.76610416419053,-9.187486821596949,0,46920
Joanne Coleman,0,1,38.74802275291079,-9.17224553478746,2,5035
Bruce Orellana,1,0,38.74809047693597,-9.172096428005048,0,28855
Dee Kinroth,0,1,38.78765570437943,-9.201698611664035,1,270
Rene Amos,1,0,38.74159773046046,-9.119778846631243,0,44466
Patience Cormier,0,0,38.7691303220486,-9.151404164345674,0,47722
Debra Morrissette,0,0,38.7610185994646,-9.167532297433716,0,46949
Jean Shelton,0,1,38.71427036174288,-9.14685496736451,0,13841
Sheila Mcwhorter,0,0,38.73684244469306,-9.149100903589856,0,42712
Jack Mangrum,1,1,38.75751112359488,-9.189934254871234,0,9638
Janice Ostby,0,0,38.71909746056695,-9.146105636973717,0,36824
Keith Lee,1,1,38.75526475231415,-9.165846545566732,0,23901
Britni Ethier,0,0,38.764678693818425,-9.095697006322055,0,42418
Douglas Ball,1,1,38.736460185584846,-9.155096046653368,2,7396
Niki Zordan,0,1,38.73702586111864,-9.19055158496204,2,5087
Shawn Bettencourt,1,1,38.73673453459256,-9.150015368468791,1,14857
Angie Lightfoot,0,0,38.75316001987195,-9.15176627763641,0,46230
Donald Summer,1,1,38.756547295398455,-9.17763053406988,0,19802
Elizabeth Arndt,0,1,38.75682223952748,-9.1236654372226,0,8874
Lucia Wing,0,1,38.77783561592126,-9.14460550254171,3,5969
Michael Reid,1,1,38.75652333924496,-9.196643473879728,0,17193
Francis Arrington,0,0,38.7798071117193,-9.122257205004042,0,42163
Betty Mack,0,1,38.71558662949581,-9.164524650920637,0,18117
Deborah Cohen,0,1,38.73806164902739,-9.147904814369117,2,8394
Sheryl Edwards,0,0,38.72216620520796,-9.122575002589734,0,32207
Micheal Adams,1,1,38.73580123379112,-9.15196664476999,3,4801
Ingeborg Tejada,0,0,38.79890771197445,-9.1795082847841,0,44217
Paul Hixson,1,1,38.76334766734087,-9.094843353712475,3,5125
Kathleen Stacy,0,0,38.735506685949055,-9.149604399147004,0,44832
Richard Fultz,1,0,38.74595600693706,-9.19898939154222,0,36806
Kristina Griffin,0,1,38.73328509562916,-9.119025371533043,0,17655
Salina Berens,0,0,38.76819739105279,-9.193146347301711,0,42606
Jennifer Miracle,0,0,38.78599979976233,-9.201894661252815,0,14688
Alan Covello,1,0,38.73596368323188,-9.149626788173608,0,25416
Julia Karim,0,1,38.74290438624264,-9.19357213246159,0,35522
Jason Shepherd,1,0,38.75977033028496,-9.167540076434763,0,44341
Hazel Clausen,0,1,38.7716657909849,-9.147417710423724,0,10594
John Wilson,1,0,38.740160230353865,-9.13952311601684,0,42334
Celeste Humphrey,0,1,38.75958651084779,-9.16698684049006,2,12071
Floyd Deluna,1,0,38.72297649891756,-9.159473891115724,0,48396
David Adkins,1,0,38.752075237225625,-9.169377213203028,0,42603
Estelle Arredondo,0,0,38.733053074704536,-9.179408755319782,0,44961
Mark Pamplin,1,1,38.795471904828645,-9.071349650835232,0,24606
Edward Brown,1,0,38.782919297543785,-9.120064839863073,0,45105
Patrick Eiselein,1,1,38.73681149368617,-9.15064176774342,2,1423
John Palo,1,1,38.73056388810084,-9.154673589224483,0,8449
James Anderson,1,1,38.74839121485337,-9.173021366500642,2,12672
David Flemmons,1,1,38.71149418369952,-9.122400410327872,3,6964
Edgar Smith,1,0,38.712415544501965,-9.12727583497985,0,36053
Marya Bixby,0,1,38.77460561195871,-9.144544868130335,2,6259
Larry Mccatty,1,1,38.7820334007592,-9.135238080989987,0,38304
Katrina Hendrikson,0,0,38.76018251928063,-9.170369013083247,0,24411
Emmanuel Brown,1,1,38.73182221140696,-9.176920948521744,0,26085
Anthony Raper,1,1,38.761999866058645,-9.186776400566426,0,30267
Harold Johnson,1,0,38.76132316309425,-9.193070536682438,0,44062
Anna Stone,0,1,38.747322082987694,-9.133859233733466,0,17219
Michelle Sigala,0,1,38.70965109854961,-9.126282490473429,1,19641
Russell Reedy,1,1,38.745175983481104,-9.146972094201171,2,12460
Lacey Coronado,0,1,38.76821276791381,-9.154095125111922,0,30881
Jack Murray,1,0,38.76063885969817,-9.167342750670858,0,41338
Octavio Gillespie,1,1,38.76626692288456,-9.129734653568129,3,15669
Gloria Miller,0,0,38.75593372704245,-9.176871200977336,0,37906
Erma Johnson,0,0,38.76932666969366,-9.151731090552715,0,30364
Judy Sutton,0,1,38.77339077056526,-9.123157780878678,2,8729
George Mceachern,1,1,38.77288230438956,-9.119999644676795,0,5741
Jean Prosser,0,0,38.73743506751354,-9.133521744930103,0,38711
Casey Pagan,0,0,38.72999350955767,-9.133851443167057,0,12605
Trisha Childs,0,1,38.72618196083394,-9.14162150388811,0,8689
Mildred Perron,0,1,38.70885525536424,-9.160329177679412,3,11974
Delbert Cather,1,0,38.73336033236552,-9.10151509494069,0,40449
Larry Lee,1,1,38.7777234705423,-9.15153024539797,0,29744
Keith Weber,1,0,38.760701411554585,-9.166384529728829,0,45404
Gregory Warren,1,0,38.72963030951728,-9.183555822036888,0,26803
Matthew Lee,1,1,38.73181614623099,-9.195814544803817,0,23412
Ruth Howell,0,0,38.74361014823632,-9.138043183390431,0,44298
Alex Collette,1,1,38.781735745456906,-9.180402548958387,0,21803
Nathaniel Starr,1,1,38.76817665559015,-9.14837484628945,0,5180
Willie Geiger,1,1,38.7470530554551,-9.091345705788097,0,26349
Thomas Byrd,1,1,38.789032226572,-9.16351303242226,0,14223
Angela Schumacher,0,0,38.75940669255765,-9.15388787727924,0,43257
Leroy Gaines,1,1,38.77137932402847,-9.168032456569366,0,11848
James Thao,1,0,38.75336944891385,-9.17620167978075,0,13316
Darleen Belinsky,0,1,38.7491878781045,-9.172213126069751,0,22818
Andrea Kurth,0,0,38.76006856297355,-9.167439189149384,0,35493
Diane Adolphson,0,0,38.78519336951257,-9.176449982147874,0,21903
Joshua Hoch,1,1,38.73696423587693,-9.150288990786658,2,19718
Michael Washington,1,0,38.71936076076076,-9.144145505708282,0,27545
Deborah Lorman,0,0,38.7088093961861,-9.175585807826588,0,31524
Marie Day,0,0,38.74736740795836,-9.12052714718138,0,34626
Daniel Reed,1,1,38.72422440782754,-9.173415063514408,1,11818
Phillip Sanchez,1,1,38.746130154067096,-9.169334844434042,0,8081
Paul Joiner,1,0,38.75993323775529,-9.166135446076758,0,25801
Jessica Cooper,0,1,38.74539782015233,-9.125362023541632,0,14952
Elaine Jording,0,1,38.74030317303537,-9.195278283025502,0,9110
Samuel Hartz,1,0,38.73720545791296,-9.15045930918425,0,42392
Stephanie Borden,0,1,38.78070092230843,-9.127924046579103,2,2384
Matthew Northern,1,1,38.735785589851744,-9.131759393998854,0,22185
Jose Marr,1,0,38.75952409807829,-9.166352202676578,0,40836
Meghan Kolling,0,0,38.76836548287682,-9.1692876993994,0,48006
Joseph Coy,1,1,38.7289660672557,-9.178569154416897,2,5418
Jason Battle,1,0,38.72392829718103,-9.189084591056504,0,48591
Janel Leroy,0,1,38.78298555427711,-9.18051734981083,3,4091
Jessica Adler,0,1,38.70862678291478,-9.196208527256136,0,28982
Betty Daniell,0,0,38.73913897819496,-9.14077691508401,0,35200
Martha Smith,0,1,38.75744516750442,-9.140982037661416,1,12337
Rita Arnold,0,0,38.77894744555213,-9.1824902154132,0,49149
Elizabeth Vining,0,1,38.72555106920598,-9.128639619218394,0,17452
James Kinch,1,1,38.79653969750409,-9.181240602874066,0,28491
Pearl Martin,0,0,38.75573582766874,-9.169293589421647,0,47622
Kathy Blackmer,0,0,38.77291818724407,-9.183491119845224,0,32118
Farrah Morgan,0,1,38.70637850942786,-9.146498470166152,0,25616
Gary Roberson,1,1,38.731995632623246,-9.055911772900224,0,28957
James Wagner,1,0,38.7642069839776,-9.096217381121551,0,39952
Jason Berger,1,1,38.73327740262673,-9.130020858735971,0,17992
Florence Guida,0,1,38.724045036606455,-9.13218926403386,0,29323
Juliet Penney,0,0,38.7508159862776,-9.183873657409178,0,46933
Karen Roberts,0,0,38.77881661523636,-9.179851535240308,0,32932
Jorge Collins,1,0,38.74954390326216,-9.168263716680183,0,46778
Kenneth Dulin,1,0,38.72159519640011,-9.165758777624765,0,49686
Stepanie Hickey,0,0,38.77850230204081,-9.13137978077273,0,48150
Renae Bowman,0,1,38.737178948663725,-9.142212509125274,0,18060
Erin Else,0,1,38.771535108713245,-9.12651088153872,0,21969
Denise Gipson,0,0,38.73353664870351,-9.20489341385125,0,47765
Carol Mclanahan,0,0,38.71009768477632,-9.1859380124412,0,49499
Robert Vincent,1,0,38.74783543079034,-9.172201291246031,0,30132
Gregory Diaz,1,1,38.78503834205854,-9.158637118496074,0,30975
David Shurman,1,1,38.7829347764881,-9.166036879021458,1,4027
John Crout,1,0,38.78569477395524,-9.206363069901546,0,38602
Rita Snider,0,1,38.76350991580232,-9.157147150681922,0,17722
James Bush,1,0,38.763125368619,-9.095085598834196,0,49580
Joel Ramirez,1,1,38.73708168009343,-9.150617315691006,1,25812
James Nickelson,1,1,38.75432733189715,-9.205893887317377,1,3743
Andres Bean,1,0,38.76331274173835,-9.0948009653138,0,30210
Mary Smith,0,0,38.764455641064686,-9.096175077164698,0,31581
Albert Garcia,1,0,38.708896235321525,-9.1611251972733,0,49877
Deborah Vinroe,0,0,38.787346492487096,-9.176448273718613,0,38200
Eugene Hinson,1,1,38.71749962000024,-9.187632431396873,1,2381
Mark Salling,1,1,38.7482164360496,-9.174030446309509,1,13798
Sarah Kallin,0,0,38.7509467422758,-9.202413545383784,0,48042
George Allen,1,1,38.74118466207107,-9.159669126490952,0,19547
Juan Johnson,1,0,38.77237258584987,-9.160628908917786,0,45892
Karen Lynch,0,1,38.77715477466588,-9.161878267482871,0,23716
Risa Moses,0,1,38.75272660763677,-9.19634300655522,0,33546
Samantha Weich,0,0,38.7477714724637,-9.172776986365054,0,44647
Carol Jones,0,0,38.7643867507273,-9.096053035840685,0,29147
Lawrence Silverstein,1,1,38.75604807570119,-9.201692063103463,1,1644
Darline Spain,0,1,38.73760279769233,-9.159926000273332,3,1103
Maria Varella,0,0,38.76897247054105,-9.159173749436343,0,46833
Dawn Travis,0,1,38.74802945947768,-9.1721438611602,0,24524
Herman Rockman,1,0,38.716557918771045,-9.160360502051727,0,44451
John Davis,1,1,38.75938642225562,-9.164602487412443,1,2266
Marie Bridgette,0,1,38.73406876363206,-9.204692931460835,3,8113
Donald Horn,1,1,38.76696493657274,-9.180210722982784,0,24083
Robert Perkins,1,1,38.76379236230933,-9.181189796286748,3,2436
Barbara Mccann,0,0,38.71292687246867,-9.19358663672134,0,13223
Ryan Lopinto,1,1,38.74907796957741,-9.173912204232485,2,16614
Hazel Dotson,0,0,38.70945232963644,-9.189287690525006,0,28163
Agnes Taylor,0,0,38.756027344618936,-9.204535471653225,0,45769
Florence Kline,0,1,38.74842687481482,-9.167708631034747,0,1915
David Mulligan,1,0,38.76370595395534,-9.171352168760052,0,38842
Lisa Slevin,0,1,38.75452416437369,-9.139560788836045,0,25098
Adrian Good,1,1,38.77332807732796,-9.185558261545324,2,4922
Loralee Lindstrom,0,0,38.709198919060086,-9.17772925274643,0,28418
John Pax,1,1,38.74668979284958,-9.1583308271816,0,1781
June Smith,0,1,38.75921366083763,-9.16642739241598,3,2194
Maria Forbes,0,1,38.7444480461663,-9.193757172212814,0,16622
Timothy Conlisk,1,0,38.772142617521645,-9.135051284685186,0,13463
Janna Tyson,0,1,38.725209961598274,-9.180892487251445,0,23827
Christine Obrien,0,1,38.74991982194683,-9.138790562969062,3,3612
William Russell,1,1,38.74832580530473,-9.125779026055632,1,4786
Wayne Maciel,1,0,38.73138520367634,-9.182665148389406,0,12528
Christina Rodriguez,0,1,38.74733380925595,-9.198333004586557,0,23133
Jennifer Paquette,0,0,38.76774178976042,-9.160271026476789,0,37515
Darlene Lopez,0,1,38.73934424660563,-9.170861997647505,0,24957
William Kenny,0,0,38.76032924599195,-9.186824147585911,0,41058
Alan Buckmaster,1,1,38.7415813165483,-9.111439577456114,0,10693
William Vanatta,1,0,38.78525345915637,-9.137415311437913,0,46344
Sarah Welke,0,1,38.748399902303774,-9.17326592873463,1,4384
Carmen Gross,0,0,38.75339864945669,-9.196256598686366,0,39126
James Rutherford,1,1,38.7715057168806,-9.12578951975365,1,1849
Michelle Horner,0,0,38.7136906478511,-9.123041678509203,0,49536
Betty Gutierrez,0,1,38.75350280012073,-9.192381294644532,0,18231
Robert Dear,1,0,38.73863883795029,-9.14381329278566,0,47610
Iona Hagen,0,0,38.73281886278275,-9.154650850954392,0,33026
Wendy Farrow,0,0,38.76040475293559,-9.160677830186572,0,49248
David Zavala,1,1,38.7411796210782,-9.194291266308438,1,2905
Gerard Shuey,1,0,38.75924790906459,-9.16689839117489,0,45641
Jerry Ewers,1,0,38.73701301649702,-9.149334426426032,0,28940
Charles Hicks,1,1,38.74180628353599,-9.163506632695048,3,7977
Jason Boggs,1,0,38.7859885067179,-9.189933390232804,0,36667
Deidre Rotenberry,0,1,38.77998039004272,-9.156138701588644,2,3910
Clarence White,1,0,38.759650373143046,-9.156928691415414,0,29475
Todd Lunn,1,1,38.76330088459857,-9.158965659435118,0,27667
Paula Mclaughlin,0,1,38.72056868401996,-9.1177023432823,0,20386
Robert Miyasato,1,1,38.74941803915683,-9.158534357286303,0,19129
Cynthia Goss,0,1,38.74157354887976,-9.196188870907475,3,3323
Jamie Noonan,0,0,38.77231275470741,-9.196229319126358,0,43312
Shawn Tyner,1,1,38.72574808909312,-9.119651649608343,0,20745
Kevin Green,1,1,38.74048806822672,-9.191925217095472,0,18411
Kimberly Velez,0,1,38.72648602362784,-9.133283769875348,3,7888
Mary Johnson,0,1,38.71780951342492,-9.133774826195774,0,16987
Kevin Vallarta,1,0,38.75815860782564,-9.161769765683475,0,45118
Billy Smith,1,0,38.78135449399334,-9.19699111656335,0,49054
Robin Blue,0,1,38.74030630271347,-9.220279072182556,3,8354
Roy Mitchell,1,1,38.763779349864336,-9.187636129617443,0,29827
Sophia Ferrari,0,1,38.73735923185856,-9.150527762917546,1,7442
Linda Thompson,0,0,38.73577173864346,-9.150148905949298,0,29129
Joey Jackson,1,0,38.76261644705056,-9.178786236495094,0,49988
Irene Ivey,0,0,38.71439250348124,-9.12015041581911,0,47253
Bobbie Jensen,1,0,38.72779582797711,-9.161455898162233,0,49081
Catherine Ickes,0,1,38.77703442366627,-9.152654550200884,1,13851
James Craig,1,1,38.74851765331722,-9.157860741785523,3,8764
Larry Hatch,1,1,38.76420213773727,-9.095826996427236,1,16730
Earl Molina,1,0,38.76156752184865,-9.207812499225115,0,47733
Charles Hardt,1,0,38.74769297987881,-9.125955902101271,0,34161
Andrew Baumgarter,1,1,38.78538324301818,-9.195101243266803,0,23522
James Wade,1,0,38.7363660196098,-9.13864162347295,0,44824
Larry Christopher,1,1,38.77379614357511,-9.138765224878428,2,5086
Jennifer Newby,0,0,38.729054056245786,-9.099442301922553,0,38065
Edward Womack,1,0,38.75090455497294,-9.14173482154565,0,42881
Jennifer Larson,0,0,38.78128088328872,-9.130796585839262,0,49964
Margaret Brown,0,1,38.713454958110326,-9.121462352804672,2,3157
Lavonia Miramontes,0,0,38.74327251145007,-9.165361325065424,0,34998
Tom Geiger,1,1,38.76430265937615,-9.09612634493972,1,20117
Joshua Brand,1,1,38.70777198312398,-9.151175950588328,0,12882
Lorena Mcilwraith,0,0,38.73796528966827,-9.122156849595743,0,28664
Mary Call,0,0,38.73002707355505,-9.17526344417594,0,25052
Douglas Grider,1,0,38.72245147828201,-9.202817317325644,0,32583
Melvin Craig,1,1,38.74774562466822,-9.172506743256612,3,20523
Calvin Northern,1,1,38.70938485965265,-9.16365069135835,3,19107
Howard Gatlin,1,0,38.71615276740541,-9.177449582429777,0,37236
Stanley Alden,1,0,38.72739257288463,-9.130816231273297,0,30450
Johanna Lombardi,0,0,38.7728171167311,-9.181616510838236,0,39488
Enola Lee,0,1,38.73913045986352,-9.18970043530043,0,4233
Joseph Snow,1,0,38.73482756806149,-9.179159075763152,0,45181
Erica Lorber,0,0,38.73689470104537,-9.14951177674588,0,35122
Joseph Bastidas,1,0,38.77290150143335,-9.1530348200636,0,46410
Ira Floyd,1,1,38.76596978416668,-9.182983674390684,0,23217
Earl Perkins,1,1,38.70799330781488,-9.146383908922669,0,14158
Andrew Parker,1,0,38.71832344486254,-9.118533758998764,0,27141
Alice Coplan,0,0,38.71977973888107,-9.169298135513408,0,40189
Jerry Tucker,1,1,38.77013093463696,-9.163803401342555,0,8708
Daniel Roman,1,1,38.74803117448498,-9.173783961956582,3,16122
Michael Smith,1,1,38.71835107790401,-9.147020898807522,0,18421
Polly Edwards,0,1,38.73264458088887,-9.128569204822464,1,15017
Tina Person,0,1,38.75674897384319,-9.155037090312446,2,9170
Marilyn Magee,0,1,38.75688955138104,-9.174250948509396,2,4111
Gertrude Moya,0,1,38.75044413299493,-9.153121961944096,0,22060
Salvador Transou,1,0,38.70381858437304,-9.17617255251606,0,30699
Nicholas Smith,1,1,38.73042286703729,-9.121307238832305,1,7644
Viola Dick,0,0,38.74373848848888,-9.186493295930608,0,36917
Keisha Taylor,0,0,38.69850172774784,-9.14662442722647,0,47406
Jared Beyers,1,1,38.770903979763695,-9.154533610478964,0,30453
Robert Haney,1,1,38.72482861363183,-9.136220612600852,0,10822
Karen Berger,0,0,38.78328091259273,-9.130988929330467,0,32681
Andre Vaughan,1,1,38.77054873931146,-9.177100984133627,0,17788
James Dunlap,1,0,38.73308131532572,-9.153126130071447,0,49157
Howard Walton,1,1,38.77705261234746,-9.12181668146893,0,21004
Max Bennett,1,0,38.77663001712663,-9.172110734795094,0,30230
Charlie Cuen,1,0,38.72768862643218,-9.118012928757944,0,43191
Yvonne Harris,0,0,38.75988037551237,-9.16721331299001,0,47562
Larry Lundberg,1,1,38.788915517203336,-9.126906773075394,2,8613
Robert Pina,1,0,38.76476194444935,-9.190882818396789,0,43464
Juan Kennedy,1,0,38.75912854993045,-9.165964719915468,0,32935
Teresa Delfin,0,0,38.77548912809157,-9.119628353914376,0,42500
Bernice Porter,0,0,38.77611540353666,-9.183146485389624,0,41771
Goldie Ardon,0,1,38.7594609043001,-9.166668512893446,2,6681
Ashley Krause,0,1,38.77125422866023,-9.118096287039034,1,1705
Iva Moore,0,1,38.7875059672079,-9.17049623828511,2,532
Diane Rodriguez,0,0,38.74790494337869,-9.173920206081323,0,47816
Abigail Smith,0,0,38.785939970038335,-9.118517067608265,0,25299
William Gambles,1,1,38.75207593550614,-9.182976000977296,1,8215
Joseph Nielson,1,1,38.77172109264514,-9.170276424020663,1,14931
Michael Tabor,1,0,38.76304386523162,-9.094665784135213,0,31792
Daniel Wilkins,1,1,38.76935685523684,-9.18915074447169,2,5651
Jonathan Shinnick,1,1,38.75841729200658,-9.180494346726286,0,15529
Jack Powell,1,0,38.72458695207068,-9.15992882158124,0,43793
Daniel Tureson,1,0,38.729275862487206,-9.134833103821624,0,39969
Gidget Slayton,0,0,38.77029415567396,-9.180524208912956,0,41894
Annette Matthews,0,0,38.73007778482231,-9.179929692319948,0,47735
Nicholas Zamora,1,1,38.7484050807283,-9.173030364068968,3,16207
Steven Sanford,1,1,38.73087205830208,-9.17232462990754,1,4761
Joyce Zywiec,0,1,38.73606258972532,-9.1494397374911,2,18166
Diane Pensinger,0,0,38.75087047406717,-9.145452881686603,0,21501
Carol Breceda,0,0,38.76303331895811,-9.17109706509934,0,40697
Sheila Hummel,0,0,38.71133683753188,-9.168069625181136,0,39916
Clyde Lopez,1,1,38.720854554290085,-9.192973860144091,0,33840
Sean Becerra,1,1,38.75587907157321,-9.169839816431372,2,5661
Christine Moore,0,0,38.77265929811312,-9.147463383472564,0,30878
Janice Lavi,0,1,38.78621473680522,-9.13274465041836,0,9818
Jack Carter,1,0,38.76440243489251,-9.095633110907016,0,34893
Richard Janes,1,1,38.760515907118354,-9.185837214498264,0,6841
Howard Merry,1,1,38.735583464970034,-9.150751042928244,2,15453
Shawn Mckean,1,1,38.74876895944975,-9.15405318125669,3,13320
David Sherrer,1,1,38.75749377485368,-9.193274048124032,1,16737
John Kenely,1,1,38.76070616983027,-9.16709664154802,3,23160
Sue Lockley,0,1,38.73899967427754,-9.133884076765325,0,18977
Jeffrey Nord,1,1,38.71624964707214,-9.139605193136232,0,13155
Daniel Knox,1,0,38.78453209453786,-9.155216001499014,0,34043
Lee Bundy,1,0,38.72061576169835,-9.189836944262522,0,46339
Stephanie Wallace,0,0,38.76025029895296,-9.166250451998575,0,40746
Deborah Ozuna,0,0,38.757143859640045,-9.124688796879342,0,38995
